CustomerID,Recency,Frequency,Monetary,AvgOrderValue,AvgRating,ReturnRate,AvgSession,DiscountUsage,UniqueCategories,AvgQuantity,Segment,SegmentLabel,PCA1,PCA2
1021,1.0,4,494780,123695.0,4.043665836117919,0.75,353.5,0.5,2,3.0,0,🔥 Loyal Customers,-0.45581478949541954,0.5593259440932202
1022,1.0,4,644993,161248.25,2.882239993288706,0.5,276.75,0.25,1,2.5,0,🔥 Loyal Customers,-0.7029775339686948,1.0943546567286475
1023,1.0,9,1301772,144641.33333333334,2.7935465748403634,0.5555555555555556,270.44444444444446,0.5555555555555556,1,2.3333333333333335,3,💎 Champions,1.2336281677939571,0.10047411453692254
1024,1.0,3,81342,27114.0,2.990204056290145,0.6666666666666666,181.0,0.3333333333333333,3,2.6666666666666665,2,🔥 Loyal Customers,-1.7037712205636317,-0.9740045239820717
1025,,1,62728,62728.0,4.5126337647013735,0.0,220.0,0.0,1,4.0,0,🔥 Loyal Customers,-2.4220219760450608,1.6108145941379748
1026,1.0,3,116049,38683.0,3.3887134210643937,0.3333333333333333,92.33333333333333,0.3333333333333333,1,2.3333333333333335,2,🔥 Loyal Customers,-2.867259657518932,-0.14619173432312985
1027,1.0,7,944977,134996.7142857143,3.848442785498926,0.14285714285714285,168.0,0.14285714285714285,3,2.5714285714285716,1,🔥 Loyal Customers,1.1843885733466764,-0.7451690322521431
1028,1.0,4,500245,125061.25,2.9202614952559576,0.0,254.5,0.5,1,2.75,0,🔥 Loyal Customers,-1.0994452416277978,0.9808675402553519
1029,1.0,10,814766,81476.6,2.1500337596793857,0.4,265.2,0.2,3,2.4,3,💎 Champions,1.330025886301665,-1.8605601173757922
1030,1.0,6,623658,103943.0,2.515451045760685,0.5,135.33333333333334,0.16666666666666666,2,2.6666666666666665,1,🔥 Loyal Customers,-0.18086306701358407,-0.050671019612394265
1031,1.0,2,299624,149812.0,3.4195744106066965,0.0,240.0,0.5,1,2.0,2,🔥 Loyal Customers,-2.06730709572112,0.79035426488934
1032,1.0,11,1215224,110474.90909090909,2.7762600525580847,0.7272727272727273,176.72727272727272,0.5454545454545454,2,2.1818181818181817,3,💎 Champions,1.6813280474304875,-1.1440511186322488
1033,1.0,1,57448,57448.0,4.440230115336021,1.0,30.0,0.0,1,2.0,2,🔥 Loyal Customers,-3.505665169367318,-0.03558047061749179
1034,1.0,5,920574,184114.8,3.0466391813311176,0.4,222.2,0.2,3,3.0,3,💎 Champions,1.3570947812491083,0.6808760409835866
1035,1.0,4,541429,135357.25,3.389380670716844,0.25,353.0,0.25,3,2.25,1,🔥 Loyal Customers,-0.1031531938524623,-0.6838208591322374
1036,1.0,3,70148,23382.666666666668,2.5113291223970085,0.0,196.66666666666666,0.3333333333333333,1,2.6666666666666665,2,🔥 Loyal Customers,-2.780714947997536,-0.06157457830756941
1037,1.0,7,1422683,203240.42857142858,2.8647043224151503,0.42857142857142855,192.71428571428572,0.2857142857142857,3,3.2857142857142856,3,💎 Champions,2.855267100496044,0.9751608631466566
1038,1.0,6,949760,158293.33333333334,3.2864738178396267,0.16666666666666666,182.83333333333334,0.5,2,2.3333333333333335,1,🔥 Loyal Customers,0.552561664137454,0.18371240631953475
1039,1.0,7,485568,69366.85714285714,3.670770080928272,0.14285714285714285,222.0,0.2857142857142857,2,2.142857142857143,1,🔥 Loyal Customers,-0.6991488802756582,-1.404235019155597
1040,1.0,5,957946,191589.2,3.299124625702853,0.6,407.2,0.4,1,2.8,0,🔥 Loyal Customers,0.43542931548523717,1.453592455033562
1041,,2,445854,222927.0,3.6685968587762874,0.0,114.5,0.5,1,3.0,0,🔥 Loyal Customers,-0.9387063929717628,2.755238463674012
1042,,3,686096,228698.66666666666,2.001274588732615,0.3333333333333333,188.0,1.0,3,4.0,0,🔥 Loyal Customers,1.3907125959129123,3.0502638849827544
1044,1.0,5,589580,117916.0,3.4268517641210847,0.6,196.4,0.6,1,2.4,2,🔥 Loyal Customers,-1.008553678649469,0.5405469411991112
1045,1.0,2,248831,124415.5,2.898516458167867,0.5,127.0,0.5,1,2.5,2,🔥 Loyal Customers,-2.123343273181188,1.293639771064177
1046,1.0,8,603072,75384.0,2.655950907447007,0.375,245.75,0.375,3,2.125,1,🔥 Loyal Customers,0.3480063026867609,-1.8457252829150055
1047,1.0,6,633787,105631.16666666667,3.45850089883797,0.3333333333333333,248.33333333333334,0.16666666666666666,3,2.6666666666666665,1,🔥 Loyal Customers,0.3880992941544116,-0.8361813479914582
1048,1.0,5,661964,132392.8,3.1600857248872183,0.2,241.6,0.6,1,3.4,0,🔥 Loyal Customers,-0.2829254281447599,1.6197672220669788
1049,1.0,9,935226,103914.0,2.2949172602824808,0.3333333333333333,223.0,0.3333333333333333,2,2.7777777777777777,3,💎 Champions,1.0831932891765346,-0.4595498581002343
1050,,2,233530,116765.0,3.2783652031707415,1.0,424.0,0.5,1,2.0,2,🔥 Loyal Customers,-2.254202230302093,0.3678843043413389
1051,1.0,5,429773,85954.6,3.1713464310007553,0.4,340.0,0.2,2,2.4,1,🔥 Loyal Customers,-0.8671099376730206,-0.7068796278478786
1052,1.0,4,609856,152464.0,3.718977310469963,0.25,188.25,0.5,2,3.5,0,🔥 Loyal Customers,0.0675275044543904,1.5568319642280048
1053,1.0,4,586414,146603.5,3.034822636179202,0.25,282.25,0.5,2,2.75,0,🔥 Loyal Customers,-0.2636639693109536,0.7092303289344178
1054,1.0,4,203778,50944.5,3.2174793118441407,0.5,193.5,0.75,2,1.75,2,🔥 Loyal Customers,-2.086188662095126,-1.150684909752145
1055,1.0,3,722096,240698.66666666666,2.6378902263698216,0.0,190.0,1.0,2,3.3333333333333335,0,🔥 Loyal Customers,0.6472339040896796,2.891913242818662
1056,1.0,11,1390216,126383.27272727272,2.556675168237055,0.09090909090909091,241.8181818181818,0.45454545454545453,3,2.5454545454545454,3,💎 Champions,2.8112427908122686,-1.307825341537493
1057,1.0,6,1278657,213109.5,2.764344330734494,0.5,326.3333333333333,0.8333333333333334,3,2.5,3,💎 Champions,2.2127140742660876,0.5717029148031223
1058,1.0,8,1145979,143247.375,2.81152772579922,0.625,237.25,0.375,3,2.625,3,💎 Champions,1.9273829817763608,-0.5202957632643714
1059,,5,594924,118984.8,3.7916568102004504,0.4,191.8,0.4,2,2.0,1,🔥 Loyal Customers,-0.6867916911355566,-0.5278575700962094
1060,,5,592045,118409.0,3.4497286414079467,0.0,239.4,0.4,3,1.8,1,🔥 Loyal Customers,-0.22161149699893776,-1.3303366780834776
1061,,3,398528,132842.66666666666,3.372699070077269,0.0,255.33333333333334,0.3333333333333333,1,2.3333333333333335,2,🔥 Loyal Customers,-1.6472478534188466,0.6782159569146244
1062,1.0,10,1056078,105607.8,2.660671333466696,0.1,301.4,0.1,3,3.0,3,💎 Champions,2.15535138595545,-1.1849622641791528
1063,,3,283144,94381.33333333333,2.11829609461518,0.0,468.0,0.6666666666666666,2,2.3333333333333335,2,🔥 Loyal Customers,-1.3600226001624511,-0.2270835282857389
1064,,5,882306,176461.2,3.065814353880342,0.2,217.2,0.4,2,2.6,0,🔥 Loyal Customers,0.5193337452649079,0.7666083785339262
1065,,4,503152,125788.0,3.2658808772660084,0.25,224.0,0.75,2,2.0,1,🔥 Loyal Customers,-0.9463984950505091,-0.12371333214060408
1066,1.0,6,582819,97136.5,2.530360827102386,0.16666666666666666,270.6666666666667,0.6666666666666666,3,2.6666666666666665,1,🔥 Loyal Customers,0.319220402649058,-0.6400302594222457
1067,1.0,5,389321,77864.2,2.3887158656777627,0.2,404.2,0.4,3,2.0,1,🔥 Loyal Customers,-0.5647328101091408,-1.634220596933014
1068,1.0,7,765021,109288.71428571429,3.1127564958264315,0.2857142857142857,297.85714285714283,0.2857142857142857,3,2.2857142857142856,1,🔥 Loyal Customers,0.7127398291238911,-1.3077868776047517
1069,1.0,7,1125321,160760.14285714287,3.221109361112929,0.0,215.14285714285714,0.2857142857142857,3,2.5714285714285716,3,💎 Champions,1.7228256199112066,-0.38128873040966343
1070,1.0,4,361286,90321.5,2.23905867808238,1.0,224.5,0.5,3,3.5,1,🔥 Loyal Customers,-0.11475901309100747,0.6007555428666392
1071,1.0,10,2217382,221738.2,2.4239938695272785,0.3,311.2,0.7,3,3.2,3,💎 Champions,4.970321602086384,0.7072253753319669
1072,,1,26068,26068.0,1.5031554622146013,1.0,151.0,0.0,1,4.0,2,🔥 Loyal Customers,-2.5826332740032165,1.8380963529735082
1073,1.0,7,773505,110500.71428571429,2.541167296170644,0.2857142857142857,231.57142857142858,0.2857142857142857,1,2.2857142857142856,1,🔥 Loyal Customers,-0.3286321378031995,-0.11088142622824208
1074,1.0,5,550148,110029.6,2.6721402745641725,0.4,216.4,0.6,3,3.2,1,🔥 Loyal Customers,0.35643596685660645,0.2641365100560511
1075,1.0,4,625049,156262.25,3.6329549783037187,0.5,388.25,0.25,2,3.25,0,🔥 Loyal Customers,0.13881092863552016,1.0377557283050662
1076,,7,807133,115304.71428571429,2.893452728841229,0.0,340.42857142857144,0.14285714285714285,3,2.2857142857142856,1,🔥 Loyal Customers,0.8541966618125306,-1.3767397949350566
1077,1.0,5,1032246,206449.2,2.509589597754533,0.4,371.4,0.6,3,2.6,3,💎 Champions,1.6412990930813698,0.6056606492893456
1078,,4,555350,138837.5,3.6800801053422956,0.5,173.25,0.5,1,2.5,0,🔥 Loyal Customers,-1.1165206809929031,0.9771123826412325
1079,1.0,4,348884,87221.0,4.370040552441406,0.75,278.5,0.25,3,3.0,1,🔥 Loyal Customers,-0.49364980318935325,-0.4376476208985356
1080,1.0,5,485272,97054.4,3.0902716500618617,0.4,311.8,0.6,3,2.0,1,🔥 Loyal Customers,-0.36825577436691814,-1.2615462272692504
1081,1.0,8,1222691,152836.375,3.2854800487278872,0.125,263.0,0.5,3,2.625,3,💎 Champions,2.0964550037347447,-0.529141368128512
1082,1.0,7,1104713,157816.14285714287,3.001318420726168,0.42857142857142855,168.71428571428572,0.5714285714285714,3,2.4285714285714284,3,💎 Champions,1.5995866935980982,-0.2678098096859504
1083,1.0,4,559685,139921.25,2.065496168191124,0.0,195.75,0.5,3,2.25,1,🔥 Loyal Customers,-0.06808758833626466,-0.18904077950965598
1084,,3,559067,186355.66666666666,1.5470387726139128,1.0,372.6666666666667,0.3333333333333333,1,3.6666666666666665,0,🔥 Loyal Customers,-0.17122080038023468,2.8878311856357164
1085,1.0,2,213640,106820.0,3.099074447404475,0.5,234.5,0.5,1,3.0,2,🔥 Loyal Customers,-2.010584458642772,1.4316333666649592
1086,1.0,5,618920,123784.0,2.0987192618461807,0.2,176.6,0.6,3,2.2,1,🔥 Loyal Customers,0.09551054320803629,-0.48742222069323415
1087,1.0,11,788496,71681.45454545454,2.9318423367342508,0.36363636363636365,260.27272727272725,0.2727272727272727,3,2.272727272727273,1,🔥 Loyal Customers,1.323720652298461,-2.334496946127343
1088,1.0,6,922236,153706.0,2.9039695005002866,0.5,176.33333333333334,0.3333333333333333,3,2.5,3,💎 Champions,1.1058056246968802,-0.17794100061474172
1089,1.0,7,721789,103112.71428571429,2.2996885270015754,0.5714285714285714,267.57142857142856,0.2857142857142857,3,2.4285714285714284,1,🔥 Loyal Customers,0.70259126926945,-1.044728898833246
1090,,8,700274,87534.25,3.1241401745486304,0.0,190.625,0.625,3,2.75,1,🔥 Loyal Customers,0.8156627925414256,-1.0179797878047139
1091,1.0,7,725660,103665.71428571429,3.41482793385788,0.2857142857142857,201.57142857142858,0.14285714285714285,2,2.5714285714285716,1,🔥 Loyal Customers,0.13452193946687893,-0.5587230573613021
1092,,5,430799,86159.8,2.425262812177194,0.8,302.0,0.4,2,1.8,2,🔥 Loyal Customers,-1.1143915294369142,-1.0010133292842802
1093,,6,1151435,191905.83333333334,1.8342634571073164,0.3333333333333333,353.5,0.3333333333333333,2,3.3333333333333335,3,💎 Champions,1.7849472125697339,1.5011068725053507
1094,1.0,6,721093,120182.16666666667,3.153902049732183,0.16666666666666666,225.66666666666666,0.6666666666666666,3,2.6666666666666665,1,🔥 Loyal Customers,0.6382146589648495,-0.39718528079767274
1095,,4,617085,154271.25,2.9720053049361903,0.0,312.0,0.0,0,2.75,0,🔥 Loyal Customers,-1.205321833568405,1.521409433231053
1096,1.0,2,376176,188088.0,3.856471296135906,1.0,31.0,0.5,1,4.0,0,🔥 Loyal Customers,-0.8662407981066353,3.6062626215158287
1097,,2,442088,221044.0,2.374794774023771,0.5,363.5,0.0,2,4.0,0,🔥 Loyal Customers,0.2844030506354939,2.932253208510721
1098,,7,1056323,150903.2857142857,3.0390779252254405,0.42857142857142855,170.14285714285714,0.7142857142857143,3,3.0,3,💎 Champions,1.7434447710053893,0.28302814878023486
1099,1.0,6,343752,57292.0,2.8529631986484447,0.3333333333333333,309.3333333333333,0.5,3,2.0,1,🔥 Loyal Customers,-0.6535694420948458,-1.908952816021712
1100,,6,535898,89316.33333333333,2.5139135537597523,0.3333333333333333,320.8333333333333,0.6666666666666666,1,2.6666666666666665,2,🔥 Loyal Customers,-0.8277739312309402,0.26201111895625556
1101,1.0,6,721149,120191.5,3.090642052704967,0.3333333333333333,286.3333333333333,0.5,2,2.3333333333333335,1,🔥 Loyal Customers,-0.0010547263791758103,-0.33462271874817284
1102,,4,411120,102780.0,3.140293436222675,0.0,419.5,0.5,2,2.0,1,🔥 Loyal Customers,-1.1326094243427602,-0.7753890862065432
1103,,3,292456,97485.33333333333,2.2434886158544693,0.3333333333333333,344.0,0.6666666666666666,1,2.0,2,🔥 Loyal Customers,-2.0872013602629,0.18310748610066943
1104,1.0,5,398319,79663.8,2.8440294372330643,0.2,127.6,0.4,2,3.0,1,🔥 Loyal Customers,-0.8001985677936271,0.18836287313156808
1105,1.0,3,260075,86691.66666666667,2.816151835654738,0.0,272.6666666666667,0.6666666666666666,2,1.6666666666666667,2,🔥 Loyal Customers,-1.9347169952307683,-0.8287801722697999
1106,1.0,9,1176938,130770.88888888889,3.022649494129441,0.4444444444444444,271.0,0.2222222222222222,3,2.4444444444444446,3,💎 Champions,2.020420258519177,-1.1788058613754158
1107,,3,604077,201359.0,3.2631982925014076,0.3333333333333333,364.6666666666667,0.3333333333333333,2,3.0,0,🔥 Loyal Customers,0.09639935803478009,1.5545880343059246
1108,,5,751808,150361.6,4.126233947399163,0.4,61.4,0.4,2,2.4,1,🔥 Loyal Customers,-0.1287217779850752,0.355773900968766
1109,1.0,8,1205229,150653.625,3.6493597186294373,0.375,246.375,0.25,2,2.625,3,💎 Champions,1.4959152501818405,-0.14125634900075523
1110,1.0,3,362653,120884.33333333333,2.046561009405509,0.0,259.0,0.3333333333333333,2,2.0,2,🔥 Loyal Customers,-1.3389341700018944,-0.1381149286890415
1111,1.0,8,784938,98117.25,3.0412542668849523,0.625,153.0,0.375,3,1.875,1,🔥 Loyal Customers,0.606016266163374,-1.7222248859120888
1112,1.0,6,1262887,210481.16666666666,2.71957514016456,0.5,235.5,0.16666666666666666,1,3.5,0,🔥 Loyal Customers,1.5192618603606007,2.3805994810340545
1113,1.0,8,968777,121097.125,3.580869380939265,0.375,256.5,0.75,2,2.5,1,🔥 Loyal Customers,0.8666558825984756,-0.3848956859305773
1114,1.0,5,276864,55372.8,3.423106099923127,0.2,241.2,0.4,3,2.4,1,🔥 Loyal Customers,-0.883449134175255,-1.423889390683937
1115,1.0,7,922680,131811.42857142858,2.8526681151048936,0.14285714285714285,296.2857142857143,0.5714285714285714,3,2.4285714285714284,1,🔥 Loyal Customers,1.2079514163291838,-0.7593948514280243
1116,1.0,5,707344,141468.8,3.720176144684102,0.4,361.6,0.2,1,3.2,0,🔥 Loyal Customers,-0.1962210735792057,1.1507968651044604
1117,,7,1130696,161528.0,3.021487539244085,0.2857142857142857,279.85714285714283,0.7142857142857143,3,2.5714285714285716,3,💎 Champions,1.8048706003106987,-0.1819055997047525
1118,,6,873966,145661.0,2.9872080845979654,0.6666666666666666,305.6666666666667,0.6666666666666666,2,2.8333333333333335,0,🔥 Loyal Customers,0.6903369759430773,0.5838615736403546
1119,1.0,2,404264,202132.0,4.6715638238468,0.5,210.5,0.0,1,3.0,0,🔥 Loyal Customers,-1.144946492644069,2.120215524368454
1120,,2,187230,93615.0,2.350973500031251,0.0,124.5,1.0,0,2.5,2,🔥 Loyal Customers,-2.94186809773438,1.6732123622394393
1121,1.0,6,728281,121380.16666666667,2.82122413049701,0.3333333333333333,197.83333333333334,0.5,2,2.8333333333333335,1,🔥 Loyal Customers,0.21291004225015353,0.32582607912808254
1122,1.0,4,509001,127250.25,2.058466698515115,0.75,213.5,0.75,2,2.0,2,🔥 Loyal Customers,-0.8493806635838083,0.14766547734915883
1123,1.0,7,1174569,167795.57142857142,1.8026779490721203,0.2857142857142857,245.28571428571428,0.5714285714285714,3,2.5714285714285716,3,💎 Champions,1.9670163531727614,0.026943199197082737
1124,1.0,7,701818,100259.71428571429,3.614077278219482,0.42857142857142855,281.85714285714283,1.0,1,3.142857142857143,0,🔥 Loyal Customers,-0.12776232678764562,0.7788911516375313
1125,1.0,6,766995,127832.5,3.3547696684621022,0.3333333333333333,215.33333333333334,0.16666666666666666,2,2.1666666666666665,1,🔥 Loyal Customers,-0.01910740278620803,-0.5116526806665856
1126,1.0,7,1011993,144570.42857142858,3.383492935082697,0.14285714285714285,253.42857142857142,0.2857142857142857,1,2.2857142857142856,1,🔥 Loyal Customers,0.25627210084098545,0.12463445901897437
1127,1.0,6,1035197,172532.83333333334,3.0524728794882523,0.6666666666666666,231.5,0.16666666666666666,2,2.8333333333333335,3,💎 Champions,1.0794476734286529,0.749914866869489
1128,1.0,6,1195311,199218.5,3.453019399900157,0.3333333333333333,339.0,0.3333333333333333,2,3.1666666666666665,3,💎 Champions,1.7233289511399188,1.2269464973847668
1129,1.0,4,852989,213247.25,2.06686375755098,0.0,359.0,0.0,1,2.5,0,🔥 Loyal Customers,0.08483519785557297,1.4973925175358556
1130,1.0,8,879928,109991.0,3.243752076663299,0.375,221.125,0.375,3,2.625,1,🔥 Loyal Customers,1.2224472245171552,-0.9866246304461729
1131,,2,355953,177976.5,4.394431067988101,0.0,386.0,0.5,1,2.5,0,🔥 Loyal Customers,-1.5037049107751237,1.3042647938710612
1132,,3,699350,233116.66666666666,2.3795369021121835,0.6666666666666666,352.0,0.6666666666666666,1,3.3333333333333335,0,🔥 Loyal Customers,0.1624208867254823,3.1068981537785083
1133,1.0,7,872330,124618.57142857143,2.8449395247165983,0.0,254.85714285714286,0.42857142857142855,2,2.4285714285714284,1,🔥 Loyal Customers,0.5166810620244892,-0.36737529687847725
1134,1.0,5,557060,111412.0,2.3130748444923874,0.6,350.2,0.4,2,2.8,1,🔥 Loyal Customers,-0.2280370904178315,0.212822496940992
1135,,5,840125,168025.0,2.9240464260698924,0.4,270.0,0.6,2,2.6,0,🔥 Loyal Customers,0.4428594759142703,0.7471110287075461
1136,1.0,6,895650,149275.0,2.5242327451796442,0.0,191.33333333333334,0.3333333333333333,3,3.5,3,💎 Champions,1.5230353711218376,0.7180209916427329
1137,1.0,5,367747,73549.4,2.266806451065475,0.0,209.8,0.6,3,3.2,1,🔥 Loyal Customers,-0.1853479863537797,-0.16458164342586606
1138,1.0,2,189995,94997.5,4.092974796923589,0.0,294.5,0.5,2,3.5,0,🔥 Loyal Customers,-1.4018242999629686,0.9951572176582666
1139,1.0,9,868208,96467.55555555556,2.379562200972871,0.3333333333333333,282.0,0.5555555555555556,3,2.111111111111111,1,🔥 Loyal Customers,1.1724806477197462,-1.7096029152095507
1140,1.0,13,1831300,140869.23076923078,2.896969731272322,0.38461538461538464,312.84615384615387,0.15384615384615385,3,3.0,3,💎 Champions,4.293585946566269,-1.2265453368055417
1141,1.0,5,383228,76645.6,2.8921626783868044,0.0,242.2,0.6,3,2.8,1,🔥 Loyal Customers,-0.3431173585401231,-0.6511698471315721
1142,,3,375573,125191.0,4.015133672103397,0.0,240.33333333333334,0.3333333333333333,2,3.0,0,🔥 Loyal Customers,-0.9445921042206588,0.6803943970348265
1143,1.0,5,705647,141129.4,3.7246220608010416,0.0,261.6,0.4,3,2.2,1,🔥 Loyal Customers,0.30866097064251663,-0.7304847807377074
1144,1.0,7,1112570,158938.57142857142,2.495181538681566,0.14285714285714285,304.0,0.8571428571428571,1,2.7142857142857144,0,🔥 Loyal Customers,0.8161569371380089,1.036180548147088
1145,,5,669988,133997.6,3.3027360604487432,0.0,260.6,1.0,3,2.4,1,🔥 Loyal Customers,0.3289605687259769,-0.28030646088796607
1146,,4,699468,174867.0,2.6986136603391495,0.75,145.75,0.5,2,2.75,0,🔥 Loyal Customers,0.06174795259004811,1.334624480176607
1147,1.0,6,916888,152814.66666666666,2.5872922487067536,0.3333333333333333,306.6666666666667,0.6666666666666666,3,3.3333333333333335,3,💎 Champions,1.588734722246,0.6492219402994915
1148,,1,97468,97468.0,2.351641317505357,1.0,386.0,1.0,1,1.0,2,🔥 Loyal Customers,-3.2576961624705807,-0.29379638783453954
1149,1.0,4,1354956,338739.0,3.6541138646976616,0.5,211.75,0.75,2,4.0,0,🔥 Loyal Customers,2.849470454297781,4.34275467220785
1150,1.0,6,699318,116553.0,3.6695641368246688,0.5,196.0,0.16666666666666666,1,2.8333333333333335,0,🔥 Loyal Customers,-0.447279043479185,0.54921796396754
1151,,6,383940,63990.0,2.8717715791025924,0.5,237.5,0.3333333333333333,3,2.1666666666666665,1,🔥 Loyal Customers,-0.5093343146678575,-1.6253083376395225
1152,1.0,6,740941,123490.16666666667,3.876569713725478,0.5,302.0,0.0,2,2.1666666666666665,1,🔥 Loyal Customers,-0.06445943129906573,-0.7871355188932645
1153,,5,766532,153306.4,3.986064872795567,0.2,198.4,0.4,2,3.4,0,🔥 Loyal Customers,0.48005038737175454,1.2037798900811665
1154,1.0,7,944762,134966.0,3.8333858879164944,0.7142857142857143,227.57142857142858,0.14285714285714285,3,2.7142857142857144,3,💎 Champions,1.305419173442886,-0.5786953303090631
1155,,1,181392,181392.0,2.272900209668061,0.0,172.0,0.0,0,4.0,0,🔥 Loyal Customers,-1.8152339032144233,3.8315908061340234
1156,,3,531752,177250.66666666666,2.6750872847289524,0.3333333333333333,214.66666666666666,0.3333333333333333,2,2.6666666666666665,0,🔥 Loyal Customers,-0.4109167699021008,1.2080359766605477
1157,1.0,7,898586,128369.42857142857,1.8649566346475903,0.14285714285714285,289.42857142857144,0.14285714285714285,1,2.5714285714285716,1,🔥 Loyal Customers,0.20534657864028225,0.3085262520783728
1158,1.0,8,1112221,139027.625,3.1117949527085527,0.25,274.375,0.125,2,2.5,3,💎 Champions,1.2502784911276266,-0.4460841441570002
1159,1.0,3,529382,176460.66666666666,3.3875105678186457,0.3333333333333333,180.33333333333334,0.3333333333333333,1,3.0,0,🔥 Loyal Customers,-0.8547152117848663,1.9959257668133503
1160,1.0,9,854392,94932.44444444444,2.7124344709495305,0.4444444444444444,315.1111111111111,0.5555555555555556,3,2.0,1,🔥 Loyal Customers,1.0917328424322919,-1.904832415798687
1161,1.0,3,407937,135979.0,3.823016160764286,0.3333333333333333,353.0,0.0,1,3.3333333333333335,0,🔥 Loyal Customers,-1.0979503220202056,1.4374037664319386
1162,1.0,4,556935,139233.75,2.5792793465780726,0.0,285.5,0.5,2,2.25,1,🔥 Loyal Customers,-0.5763473677541764,0.1364226766690845
1163,1.0,3,267056,89018.66666666667,2.989774174369021,0.0,228.66666666666666,0.3333333333333333,1,2.3333333333333335,2,🔥 Loyal Customers,-2.1638216806397597,0.25732883609150375
1164,,4,938796,234699.0,2.540881282918065,0.5,287.75,0.75,2,4.0,0,🔥 Loyal Customers,1.5592640887139055,3.1918431951008435
1165,,5,893789,178757.8,2.7349623531804967,0.2,189.6,0.4,2,2.8,0,🔥 Loyal Customers,0.6499666553831269,1.0710443251600323
1166,,3,397143,132381.0,3.8933334490169513,0.6666666666666666,351.6666666666667,1.0,1,3.0,0,🔥 Loyal Customers,-1.2789024614903486,1.5716970850686227
1167,,2,168038,84019.0,3.017336906285994,0.5,239.5,0.0,1,1.5,2,🔥 Loyal Customers,-2.9528799126830374,-0.5578012377048893
